"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency",,,,,,
"OXFORD CHIIDRENS COLOUR DICTIONARY","2002",,"OXFORD UNI PRESS","2003","GRAMMER","210","ENGLISH MEDIUM",,"EFA 5",,,,,"GRAMMER","210",,,"$150.00",,,,,,,,,,,,,
"KNOW ABOUT COMMON DISEASES","2002",,"DREAMLAND PUBLICATIONS","2003","SCIENCE","224","ENGLISH MEDIUM",,"EFD 31",,,,"T.R. BHANOT","SCIENCE","224",,,"$60.00",,,,,,,,,,,,,
"KNOW ABOUT YOUR BODY CARE","1999",,"DREAMLAND PUBLICATIONS","2003","SCIENCE","225","ENGLISH MEDIUM",,"EFD 29",,,,"T.R. BHANOT","SCIENCE","225",,,"$60.00",,,,,,,,,,,,,
"MY FIRST DICTIONARY","1999",,"NEVE BUSINESS PUBLICATION ","2003","GRAMMER","227","ENGLISH MEDIUM","MUMBAI","EH 3",,,,"TERRY BURTON","GRAMMER","227",,,"$80.00",,,,,,,,,,,,,
"ILLUSTRATED DICTIONARY","2002",,"YOUNG LEARNER PUBLICATIONS","2003","ACADEMIC","228","ENGLISH MEDIUM",,"EH 2",,,,,"ACADEMIC","228",,,"$95.00",,,,,,,,,,,,,
"THREE GOATS AND MONSTER","2002",,,"2003","CHILDREN LITERATURE","233","ENGLISH MEDIUM",,"EEB 259",,,,,"CHILDREN LITERATURE","233",,,"$25.00",,,,,,,,,,,,,
"JUNGLE JUNGLES THE DONKEYS DOWNFALL","2002",,"POPULAR PRAKASHAN","2003","CHILDREN LITERATURE","238","ENGLISH MEDIUM",,"EEB 17",,,,,"CHILDREN LITERATURE","238",,,"$35.00",,,,,,,,,,,,,
"ANOKHA UPHAR","2002",,"CHILDREN BOOK TRUST","2003","HINDI","265","ENGLISH MEDIUM",,"EEC 7",,,,"KAMELA CHAWLA","HINDI","265",,,"$23.00",,,,,,,,,,,,,
"MUCHE TANE PAUCHE THANE","2002",,"CHILDREN BOOK TRUST","2003","HINDI","266","ENGLISH MEDIUM",,"EEC 9",,,,,"HINDI","266",,,"$15.00",,,,,,,,,,,,,
"GOPAL BHAND","2002",,"CHILDREN BOOK TRUST","2003","HINDI","267","ENGLISH MEDIUM",,"EEC 6",,,,"ACHARYA PARAMHANS","HINDI","267",,,"$25.00",,,,,,,,,,,,,
"MANMOUJI MAMAJI","2002",,"DREAMLAND PUBLICATIONS","2003","HINDI","268","ENGLISH MEDIUM",,"EEC 8",,,,"JRA SAXENA","HINDI","268",,,"$18.00",,,,,,,,,,,,,
"CHANDAMA KA PAJAM","2002",,"CHILDREN BOOK TRUST","2003","HINDI","270","ENGLISH MEDIUM",,"EEC 5",,,,,"HINDI","270",,,"$17.00",,,,,,,,,,,,,
"INSHAAN KA BETA","2002",,"CHILDREN BOOK TRUST","2003","HINDI","271","ENGLISH MEDIUM",,"EEC 5",,,,"ALKA PATHAK","HINDI","271",,,"$20.00",,,,,,,,,,,,,
"LAUT KE BUDHU GHAR KO AAYE","2002",,"CHILDREN BOOK TRUST","2003","HINDI","272","ENGLISH MEDIUM",,"EEC 12",,,,"SAROJINI PRITAM","HINDI","272",,,"$20.00",,,,,,,,,,,,,
"KILKARI","2002",,"CHILDREN BOOK TRUST","2003","HINDI","273","ENGLISH MEDIUM",,"EEC 11",,,,"RAMESH TRIVEDI","HINDI","273",,,"$20.00",,,,,,,,,,,,,
"MERE SHISHU GEET","2002",,"CHILDREN BOOK TRUST","2003","HINDI","274","ENGLISH MEDIUM",,"EEC 13",,,,"PRITVANLI MAHURTI","HINDI","274",,,"$17.00",,,,,,,,,,,,,
"MURKHO KA SWARG","2002",,"CHILDREN BOOK TRUST","2003","HINDI","275","ENGLISH MEDIUM",,"EEC 4",,,,"SHANKAR","HINDI","275",,,"$15.00",,,,,,,,,,,,,
"AESOPS FABLES",,,"NAVNEET ","2003","CHILDREN LITERATURE","290","ENGLISH MEDIUM","MUMBAI","EEB 106",,,,"YOGESH JOSHI","CHILDREN LITERATURE","290",,,"$45.00",,,,,,,,,,,,,
"MY ALBUM OF BIRDS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","298","ENGLISH MEDIUM",,"EH 10",,,,,"ACADEMIC","298",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF NUMBERS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","299","ENGLISH MEDIUM",,"EH 11",,,,,"ACADEMIC","299",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF FLOWERS","2002",,"NAVNEET ","2003","ACADEMIC","300","ENGLISH MEDIUM","MUMBAI","EH 12",,,,,"ACADEMIC","300",,,"$25.00",,,,,,,,,,,,,
"MY ALBUM OF FRUITS","2002",,"NAVNEET ","2003","ACADEMIC","302","ENGLISH MEDIUM","MUMBAI","EH 14",,,,,"ACADEMIC","302",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF WILD ANIMALS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","303","ENGLISH MEDIUM",,"EH 15",,,,,"ACADEMIC","303",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF SHAPES & COLOURS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","304","ENGLISH MEDIUM",,"EH 16",,,,,"ACADEMIC","304",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF SEA ANIMALS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","305","ENGLISH MEDIUM",,"EH 17",,,,,"ACADEMIC","305",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF DOMESTIC ANIMALS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","306","ENGLISH MEDIUM",,"EH 18",,,,,"ACADEMIC","306",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF DINOSAURS","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","308","ENGLISH MEDIUM",,"EH 20",,,,,"ACADEMIC","308",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF AMPHIBIAN","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","309","ENGLISH MEDIUM",,"EH 21",,,,,"ACADEMIC","309",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF ABC","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","310","ENGLISH MEDIUM",,"EH 22",,,,,"ACADEMIC","310",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF OPPOSITES","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","311","ENGLISH MEDIUM",,"EH 23",,,,,"ACADEMIC","311",,,"$20.00",,,,,,,,,,,,,
"MY ALBUM OF VEHICLES","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","312","ENGLISH MEDIUM",,"EH 24",,,,,"ACADEMIC","312",,,"$20.00",,,,,,,,,,,,,
"ITS STORY TIME 3","2002",,"NAVNEET ","2003","CHILDREN LITERATURE","315","ENGLISH MEDIUM","MUMBAI","EEB 117",,,,"ASMITA BHATT","CHILDREN LITERATURE","315",,,"$30.00",,,,,,,,,,,,,
"MY BEDTIME STORIES 2",,,"NAVNEET ","2003","CHILDREN LITERATURE","319","ENGLISH MEDIUM","MUMBAI","EEB 121",,,,"ASMITA BHATT","CHILDREN LITERATURE","319",,,"$30.00",,,,,,,,,,,,,
"VIKAS STORIES FOR CHILDREN BLUE BOOK","2002",,"NAVNEET ","2003","CHILDREN LITERATURE","324","ENGLISH MEDIUM","MUMBAI","EEB 148",,,,"M.K.SAMPAT","CHILDREN LITERATURE","324",,,"$30.00",,,,,,,,,,,,,
"VIKAS STORIES FOR CHILDREN GREEN BOOK","2002",,"NAVNEET ","2004","CHILDREN LITERATURE","329","ENGLISH MEDIUM","MUMBAI","EEB 153",,,,"C.K.SAMPAT","CHILDREN LITERATURE","329",,,"$25.00",,,,,,,,,,,,,
"RAMAYA (ENGLISH)","2002",,"NAVNEET PUBLICATION","2003","CHILDREN LITERATURE","330","ENGLISH MEDIUM",,"EEB 2",,,,"KUMAR JEMINI","CHILDREN LITERATURE","330",,,"$160.00",,,,,,,,,,,,,
"MAHABHARATA (ENGLISH)","2002",,"NAVNEET PUBLICATION","2003","CHILDREN LITERATURE","332","ENGLISH MEDIUM",,"EEB 1",,,,"SMT U J SHASTRI","CHILDREN LITERATURE","332",,,"$250.00",,,,,,,,,,,,,
"DICTIONARY OF PROVERBS","2002",,"PUSTAK MAHAL","2003","GRAMMER","334","ENGLISH MEDIUM","DELHI","EFA19",,,,,"GRAMMER","334",,,"$30.00",,,,,,,,,,,,,
"HOW TO DEVELOPE SELF CONFIDENCE AND INFLUENCE PEOPLE","2002",,,"2003","PERSONALITY DEVELOPEMENT","336","ENGLISH MEDIUM",,"EP 5",,,,"DALE CARNEGIE","PERSONALITY DEVELOPEMENT","336",,,"$95.00",,,,,,,,,,,,,
"MODERNS POCKET BOOK OF QUOTATIONS","2003",,"M.B.D. PUBLISHERS ","2003","GRAMMER","338","ENGLISH MEDIUM","DELHI","EFA 16",,,,,"GRAMMER","338",,,"$85.00",,,,,,,,,,,,,
"FAMOUS TALES OF TENALIRAMA","2002",,"APPLE BOOKS","2003","STORY BOOK","341","ENGLISH MEDIUM","CHENNAI","EEB 11",,,,,"STORY BOOK","341",,,"$45.00",,,,,,,,,,,,,
"SAVING ENDANGERED BIRDS","2002",,"FRANKLIN WATTS","2003","SCIENCE","342","ENGLISH MEDIUM","LONDON","EKB 1",,,,"THANE MAYMAND","SCIENCE","342",,,"$95.00",,,,,,,,,,,,,
"THE IMMORTAL CHARACTERS OF MAHABHARATA-2","2002",,"NAVNEET PUBLICATION","2003","CHILDREN LITERATURE","345","ENGLISH MEDIUM",,"EEB 100",,,,"YOGESH JOSHI","CHILDREN LITERATURE","345",,,"$45.00",,,,,,,,,,,,,
"THE IMMORTAL CHARACTER OF THE MAHABHARATA","2002",,"NAVNEET ","2003","CHILDREN LITERATURE","346","ENGLISH MEDIUM","MUMBAI","EEB 101",,,,"YOGESH JOSHI","CHILDREN LITERATURE","346",,,"$45.00",,,,,,,,,,,,,
"THE IMMORTAL CHARACTERS OF MAHABHARATA-5","2002",,"NAVNEET PUBLICATION","2003","CHILDREN LITERATURE","348","ENGLISH MEDIUM",,"EEB 103",,,,"YOGESH JOSHI","CHILDREN LITERATURE","348",,,"$45.00",,,,,,,,,,,,,
"FAIRY TALES","2002",,"NAVNEET ","2003","CHILDREN LITERATURE","355","ENGLISH MEDIUM","MUMBAI","EEB 129",,,,"BHIKABHAI SUTHAR","CHILDREN LITERATURE","355",,,"$30.00",,,,,,,,,,,,,
"HITOPADESH 4","2002",,"NAVNEET ","2004","CHILDREN LITERATURE","361","ENGLISH MEDIUM","MUMBAI","EEB 145",,,,"YOGESH JOSHI","CHILDREN LITERATURE","361",,,"$40.00",,,,,,,,,,,,,
"GRANDPAS STORIES 1","2002",,"NAVNEET","2003","CHILDREN LITERATURE","363","ENGLISH MEDIUM","MUMBAI","EEB 110",,,,"MOHANBHAI S. PATEL","CHILDREN LITERATURE","363",,,"$30.00",,,,,,,,,,,,,
"GRANDPAS STORIES 1","2002",,"NAVNEET PUBLICATION","2003","CHILDREN LITERATURE","364","ENGLISH MEDIUM",,"EEB 111",,,,"MOHANBHAI S PATEL","CHILDREN LITERATURE","364",,,"$30.00",,,,,,,,,,,,,
"100 QUESTIONS AND ANSWERS PLANET EARTH","1994",,"NAVNEET PUBLICATIONS INDIA","2003","SCIENCE","369","ENGLISH MEDIUM","MUMBAI","EK 12",,,,"ROGER COOTE","SCIENCE","369",,,"$70.00",,,,,,,,,,,,,
"100 QUESTIONS AND ANSWERS DINOSAURS","2002",,"NAVNEET ","2003","GK","371","ENGLISH MEDIUM","MUMBAI","EK 11",,,,"JOHN COOPER","GK","371",,,"$70.00",,,,,,,,,,,,,
"100 QUESTIONS AND ANSWERS EXPLORERS","2002",,"NAVNEET ","2003","GK","372","ENGLISH MEDIUM","MUMBAI","EK 10",,,,"MARGARETTE LINCOLN","GK","372",,,"$70.00",,,,,,,,,,,,,
"100 QUESTIONS AND ANSWERS WORLDS WEATHER AND CLIMATE","2002",,"NAVNEET PUBLICATIONS INDIA LTD","2003","SCIENCE","373","ENGLISH MEDIUM","MUMBAI","EK 13",,,,"DICK FILE","SCIENCE","373",,,"$70.00",,,,,,,,,,,,,
"100 QUESTIONS AND ANSWERS","2002",,"NAVNEET","2003","SCIENCE","374","ENGLISH MEDIUM","MUMBAI","EK 14",,,,"LAURA WADE","SCIENCE","374",,,"$70.00",,,,,,,,,,,,,
"FUTURE TECH SATELLITE","2002",,"NAVNEET ","2003","SCIENCE","376","ENGLISH MEDIUM","MUMBAI","EFD 20",,,,"STEVE PARKER","SCIENCE","376",,,"$70.00",,,,,,,,,,,,,
"FUTURE TECH COMMUNICATIONS","2002",,"NAVNEET ","2003","SCIENCE","377","ENGLISH MEDIUM","MUMBAI","EFD 22",,,,"STEVE PARKER","SCIENCE","377",,,"$70.00",,,,,,,,,,,,,
"FUTURE TECH COMPUTERS","2002",,"NAVNEET","2003","SCIENCE","378","ENGLISH MEDIUM","MUMBAI","EFH 1",,,,"STEVE PARKER","SCIENCE","378",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY MUSCLES","2002",,"NAVNEET ","2003","SCIENCE","379","ENGLISH MEDIUM","MUMBAI","EFD 26",,,,"STEVE PARKER","SCIENCE","379",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY SKELETON","2002",,"NAVNEET PUBLICATION","2003","SCIENCE","380","ENGLISH MEDIUM",,"EFD 25",,,,"STEVE PARKER","SCIENCE","380",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY BLOOD","2002",,"NAVNEET PUBLICATION","2003","SCIENCE","381","ENGLISH MEDIUM",,"EFD 24",,,,"STEVE PARKER","SCIENCE","381",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY SENCES","2002",,"NAVNEET PUBLICATION","2003","SCIENCE","382","ENGLISH MEDIUM",,"EFD 27",,,,"STEVE PARKER","SCIENCE","382",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY LUNGS","2002",,"NAVNEET PUBLICATION","2003","SCIENCE","383","ENGLISH MEDIUM",,"EFD 23",,,,"STEVE PARKER","SCIENCE","383",,,"$70.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY BRAIN","2002",,"NAVNEET PUBLICATION","2003","SCIENCE","384","ENGLISH MEDIUM",,"EFD 28",,,,"STEVE PARKER","SCIENCE","384",,,"$70.00",,,,,,,,,,,,,
"THE SEVEN WONDERS 1","2002",,"NAVNEET PUBLICATION","2003","GK","386","ENGLISH MEDIUM",,"EK 6",,,,"STEVE PARKER","GK","386",,,"$75.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY SOUND AND MUSIC","1994",,"NAVNEET ","2003","SCIENCE","387","ENGLISH MEDIUM","MUMBAI","EFD 6",,,,"ALAN WORD","SCIENCE","387",,,"$55.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY LIGHT AND COLOUR","2002",,"NAVNEET ","2003","SCIENCE","388","ENGLISH MEDIUM","MUMBAI","EFD 11",,,,"ALAN WORD","SCIENCE","388",,,"$55.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY PLANTS AND ANIMALS","2002",,"NAVNEET ","2003","SCIENCE","389","ENGLISH MEDIUM","MUMBAI","EFD 7",,,,"ALAM WORD","SCIENCE","389",,,"$55.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY WATER AND FLOATING","2002",,"NAVNEET ","2003","SCIENCE","390","ENGLISH MEDIUM","MUMBAI","EFD 12",,,,"ALAN WORD","SCIENCE","390",,,"$55.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY MACHINES AT WORK","2002",,"NAVNEET ","2003","SCIENCE","392","ENGLISH MEDIUM","MUMBAI","EFD 8",,,,"ALAN WORD","SCIENCE","392",,,"$55.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY SKY AND WEATHERS","2002",,"NAVNEET","2003","SCIENCE","393","ENGLISH MEDIUM","MUMBAI","EFD 10",,,,"ALAM WORD","SCIENCE","393",,,"$55.00",,,,,,,,,,,,,
"AROUND THE CHILD 1","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","396","ENGLISH MEDIUM",,"EH 25",,,,,"ACADEMIC","396",,,"$30.00",,,,,,,,,,,,,
"RANTHAMBORE ADVENTURE","2003",,"NAVNEET","2004","GRAMMER","398","ENGLISH MEDIUM","MUMBAI","EFA 1",,,,"DEEPAK DALAL","GRAMMER","398",,,"$90.00",,,,,,,,,,,,,
"TAKE IT APART CRUSE LINER","2003",,"NAVNEET ","2004","SCIENCE","400","ENGLISH MEDIUM","MUMBAI","EFD 40",,,,"CHRIS OXLADE","SCIENCE","400",,,"$50.00",,,,,,,,,,,,,
"TAKE IT APART HELICOPTER","2003",,"NAVNEET ","2004","SCIENCE","401","ENGLISH MEDIUM","MUMBAI","EFD 39",,,,"CHRIS OXLADE","SCIENCE","401",,,"$50.00",,,,,,,,,,,,,
"TAKE IT APARTSPACE SHUTTLE","2003",,"NAVNEET ","2004","SCIENCE","402","ENGLISH MEDIUM","MUMBAI","EFD 38",,,,"CHRIS OXLADE","SCIENCE","402",,,"$50.00",,,,,,,,,,,,,
"TAKE IT APART CAR","2002",,"NAVNEET ","2004","SCIENCE","403","ENGLISH MEDIUM","MUMBAI","EFD 37",,,,"CHRIS OXLADE","SCIENCE","403",,,"$50.00",,,,,,,,,,,,,
"TAKE IT APARTPLANE 5","2002",,"NAVNEET","2004","SCIENCE","404","ENGLISH MEDIUM","MUMBAI","EFD 36",,,,"CHRIS OXLADE","SCIENCE","404",,,"$50.00",,,,,,,,,,,,,
"TAKE IT APARTFIRE ENGINE","2002",,"NAVNEET ","2004","SCIENCE","405","ENGLISH MEDIUM","MUMBAI","EFD 35",,,,"CHRIS OXLODE","SCIENCE","405",,,"$50.00",,,,,,,,,,,,,
"E-MAIL","2003",,"NAVNEET PUBLICATION","2004","COMPUTER","406","ENGLISH MEDIUM",,"EFH 3",,,,"MARK WALLACE","COMPUTER","406",,,"$70.00",,,,,,,,,,,,,
"WEBSITE","2003",,"NAVNEET PUBLICATION","2004","COMPUTER","407","ENGLISH MEDIUM",,"EFH 2",,,,"PHILLIPA WINGALE","COMPUTER","407",,,"$70.00",,,,,,,,,,,,,
"THE ARABIAN NIGHTS 7","2003",,"NAVNEET ","2004","CHILDREN LITERATURE","413","ENGLISH MEDIUM","MUMBAI","EEB 159",,,,"ASMITA BHATT","CHILDREN LITERATURE","413",,,"$30.00",,,,,,,,,,,,,
"STORIES FOR CHILDREN 1","2003",,"NAVNEET","2004","CHILDREN LITERATURE","415","ENGLISH MEDIUM","MUMBAI","EEB 3",,,,"C.K.SAMPAT","CHILDREN LITERATURE","415",,,"$85.00",,,,,,,,,,,,,
"A VISION OF INDIA (100 YRS)","2002",,"NAVNEET PUBLICATION","2003","GK","424","ENGLISH MEDIUM",,"EK 1",,,,"SWARN KHANDPUR","GK","424",,,"$125.00",,,,,,,,,,,,,
"A VISION OF INDIA (PROFILES IN EXCELLENCE)","2002",,"NAVNEET PUBLICATION","2003","GK","425","ENGLISH MEDIUM",,"EK 3",,,,"SWARN KHANDPUR","GK","425",,,"$70.00",,,,,,,,,,,,,
"A VISION OF INDIA (RAJASTHAN)","2002",,"NAVNEET PUBLICATION","2003","GK","426","ENGLISH MEDIUM",,"EK 5",,,,"SWARN KHANDPUR","GK","426",,,"$70.00",,,,,,,,,,,,,
"MERA BHARAT","2002",,"NAVNEET PUBLICATION","2003","GK","428","ENGLISH MEDIUM",,"EK 2",,,,"SWARN KHANDPUR","GK","428",,,"$50.00",,,,,,,,,,,,,
"NAVNEET QUIZ","2002",,"NAVNEET","2003","GK","438","ENGLISH MEDIUM","MUMBAI","EK 20",,,,"ROSHAN TOLANI","GK","438",,,"$20.00",,,,,,,,,,,,,
"READ AND GROW A1","2002",,"NAVNEET","2003","CHILDREN LITERATURE","442","ENGLISH MEDIUM","MUMBAI","EEB 233",,,,"GRETA JACKSON","CHILDREN LITERATURE","442",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW A4","2002",,"NAVNEET","2003","STORY BOOK","445","ENGLISH MEDIUM","MUMBAI","EEB 236",,,,"GRETA JACKSON","STORY BOOK","445",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW B1","2002",,"NAVNEET ","2003","STORY BOOK","446","ENGLISH MEDIUM","MUMBAI","EEB 237",,,,"GRETA JACKSON","STORY BOOK","446",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW B2","2002",,"NAVNEET ","2003","STORY BOOK","447","ENGLISH MEDIUM","MUMBAI","EEB 238",,,,"GRETA JACKSON","STORY BOOK","447",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW B3",,,"NAVNEET ","2003","CHILDREN LITERATURE","448","ENGLISH MEDIUM","MUMBAI","EEB 239",,,,,"CHILDREN LITERATURE","448",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW B4","2002",,"NAVNEET","2003","CHILDREN LITERATURE","449","ENGLISH MEDIUM","MUMBAI","EEB 240",,,,"GRETA JACKSON","CHILDREN LITERATURE","449",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW C1","2002",,"NAVNEET","2003","CHILDREN LITERATURE","450","ENGLISH MEDIUM","MUMBAI","EEB 241",,,,"GRETA JACKSON","CHILDREN LITERATURE","450",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW C2","2002",,"NAVNEET","2003","STORY BOOK","451","ENGLISH MEDIUM","MUMBAI","EEB 242",,,,"ROWENA GAY","STORY BOOK","451",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW C3","2002",,"NAVNEET","2003","STORY BOOK","452","ENGLISH MEDIUM","MUMBAI","EEB 243",,,,"GRETA JACKSON","STORY BOOK","452",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW C4","2002",,"NAVNEET","2003","CHILDREN LITERATURE","453","ENGLISH MEDIUM","MUMBAI","EEB 244",,,,"GRETA JACKSON","CHILDREN LITERATURE","453",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW D1",,,"NAVNEET ","2003","STORY BOOK","454","ENGLISH MEDIUM","MUMBAI","EEB 245",,,,"POOJA SRINIVAS","STORY BOOK","454",,,"$20.00",,,,,,,,,,,,,
"READ AND GROW D2","2002",,"NAVNEET","2003","STORY BOOK","455","ENGLISH MEDIUM","MUMBAI","EEB 246",,,,"ARCHANA SUTHAR","STORY BOOK","455",,,"$18.00",,,,,,,,,,,,,
"READ AND GROW D3",,,"NAVNEET","2003","STORY BOOK","456","ENGLISH MEDIUM","MUMBAI","EEB 247",,,,"RANGU SRINIVAS","STORY BOOK","456",,,"$20.00",,,,,,,,,,,,,
"READ AND GROW D4","2002",,"NAVNEET","2003","STORY BOOK","457","ENGLISH MEDIUM","MUMBAI","EEB 248",,,,"ROWENA GAY","STORY BOOK","457",,,"$18.00",,,,,,,,,,,,,
"OXFORD ADVANCED LEARNERS DICTIONARY","2002",,"OXFORD UNI PRESS","2003","GRAMMER","460","ENGLISH MEDIUM","NEW DELHI","EFA 1",,,,"SALLY WEHMEIER","GRAMMER","460",,,"$395.00",,,,,,,,,,,,,
"AROUND THE CHILD 2","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","461","ENGLISH MEDIUM",,"EH 27",,,,,"ACADEMIC","461",,,"$25.00",,,,,,,,,,,,,
"AROUND THE CHILD 3","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","462","ENGLISH MEDIUM",,"EH 28",,,,,"ACADEMIC","462",,,"$25.00",,,,,,,,,,,,,
"AROUND THE CHILD 4","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","463","ENGLISH MEDIUM",,"EH 29",,,,,"ACADEMIC","463",,,"$25.00",,,,,,,,,,,,,
"AROUND THE CHILD 5","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","464","ENGLISH MEDIUM",,"EH 30",,,,,"ACADEMIC","464",,,"$25.00",,,,,,,,,,,,,
"AROUND THE CHILD 6","2002",,"NAVNEET PUBLICATION","2003","ACADEMIC","465","ENGLISH MEDIUM",,"EH 31",,,,,"ACADEMIC","465",,,"$25.00",,,,,,,,,,,,,
"STORIES FOR CHILDREN 3","2002",,"NAVNEET ","2003","STORY BOOK","466","ENGLISH MEDIUM","MUMBAI","EEB 4",,,,"C.K.SAMPAT","STORY BOOK","466",,,"$85.00",,,,,,,,,,,,,
"FAIRY TALES 6","2002",,"NAVNEET ","2003","CHILDREN LITERATURE","475","ENGLISH MEDIUM","MUMBAI","EEB 132",,,,"BHIKABHAI SUTHAR","CHILDREN LITERATURE","475",,,"$30.00",,,,,,,,,,,,,
"DICTIONARY OF SYNONYMS AND ANTONYMS","2002",,"OXFORD UNI PRESS","2003","GRAMMER","490","ENGLISH MEDIUM","NEW DELHI","EFA 23",,,,"MOHAN PRIMLANI","GRAMMER","490",,,"$135.00",,,,,,,,,,,,,
"SELECTED STORIES OF WILLIAM SAKESPEARE","2002",,"SHREEJIS BOOK INTER","2003","DRAMA","492","ENGLISH MEDIUM",,"ED 19",,,,,"DRAMA","492",,,"$200.00",,,,,,,,,,,,,
"BACCHAN KI PRATIBHA KAISE NIKHARE","2002",,"MANOJ PUBLICATION","2003","ACADEMIC","494","ENGLISH MEDIUM",,"EH 33",,,,"P K ARYA","ACADEMIC","494",,,"$60.00",,,,,,,,,,,,,
"HOW TO MAKE A GREAT PRESENTATION IN 2 HOURS","2002",,"PUSTAKK MAHAL","2003","PERSONALITY DEVELOPEMENT","495","ENGLISH MEDIUM",,"EP 13",,,,"FRANK POOLO","PERSONALITY DEVELOPEMENT","495",,,"$80.00",,,,,,,,,,,,,
"TECHNIQUES OF END GAMES IN CHESSQ","2002",,"GOODWILLS","2003","SPORTS","497","ENGLISH MEDIUM",,"EFG 6",,,,"B K CHATURVEDI","SPORTS","497",,,"$75.00",,,,,,,,,,,,,
"BLACK HOLES AND BABY UNIVERSES","2002",,"BANTAM BOOKS","2003","NOVELS","498","ENGLISH MEDIUM",,"EFA 21",,,,"STEPHEN HAWKING ","NOVELS","498",,,"$80.00",,,,,,,,,,,,,
"JAICOS 1001 ACTION WORDS","2002",,"JAICO PUBLICATION HOUSE","2003","ACADEMIC","499","ENGLISH MEDIUM",,"EH 34",,,,"JAICO","ACADEMIC","499",,,"$115.00",,,,,,,,,,,,,
"THE SECRES OF MAGIC","2002",,"NEW DAWN PUBLICATION","2003","OTHERS","501","ENGLISH MEDIUM",,"EKB 7",,,,"SAM DALAL","OTHERS","501",,,"$50.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE LIBRARY V-1","2002",,"SHIKHA PUBLICATION","2003","GK","502","ENGLISH MEDIUM",,"EK 26",,,,"AMIT UPADHYAY","GK","502",,,"$55.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE LIBRARY V-2","2002",,"SHIKHA PUBLICATION","2003","GK","503","ENGLISH MEDIUM",,"EK 27",,,,"AMIT UPADHYAY","GK","503",,,"$55.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE LIBRARY V-3","2002",,"SHIKHA PUBLICATION","2003","GK","504","ENGLISH MEDIUM",,"EK 28",,,,"AMIT UPADHYAY","GK","504",,,"$55.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE LIBRARY V-4","2002",,"SHIKHA PUBLICATION","2003","GK","505","ENGLISH MEDIUM",,"EK 29",,,,"AMIT UPADHYAY","GK","505",,,"$55.00",,,,,,,,,,,,,
