Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
STANDARDS AND GLOBAL TRADE,,,THE WORLD BANK,2003,,,ENGLISH,WASHINGTON,328.3096,,,,WILSON J S ; Author  ABIOLA V O ; Author,"GEN,TITLE,",00102,,1,662,,UNIQUE BOOK STORE,,"GEN,TITLE,"
BIOTECHNOLOGY FOR A TO Z,3,,OXFORD UNIVERSITY PRESS,2004,,,ENGLISH,NEW DELHI   ,660.6,,,,BAINS W ; Author,"GEN,TITLE,",00103,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
CULTURAL HISTORY OF INDIA,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,954,,,,BASHAM A L ; Author,"GEN,TITLE,",00104,,1,450,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PREVENTIVE ENVIRONMENTAL MANAGEMENT: AN INDIAN PERSPECTIVE,,,FOUNDATION BOOKS,2005,,,ENGLISH,BANGLORE,658.408,,,,ASOLEKAR S R ; Author  GOPICHANDRAN S R ; Author,"MANAG,TITLE,",00105,,1,995,,UNIQUE BOOK STORE,,"MANAG,TITLE,"
MIND: A BRIEF INTRODUCTION,,,OXFORD UNIVERSITY PRESS,2004,,,ENGLISH,NEW DELHI   ,128.2,,,,SEARLE J R ; Author,"GEN,TITLE,",00106,,1,425,,UNIQUE BOOK STORE,,"GEN,TITLE,"
POLITICS OF AUTONOMY,,,SAGE PUBLICATION,2005,,,ENGLISH,NEW DELHI,320.454,,,,SAMADDAR R ; Author,"GEN,TITLE,",00107,,1,360,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ORIENTAL BIOGRAPHICAL DICTIONARY,,,MANOHAR PUBLICATION,2004,,,ENGLISH,SIMLA,423,,,,BEALE THOMAS WILLIAM ; Author,"GEN,TITLE,",00108,,1,795,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PHILOSOPHY OF SCIENCE,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,500.10,,,,OKASHA SAMIR ; Author,"GEN,TITLE,",00109,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
THEOLOGY: A VERY SHORT INTRODUCTION,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,291.2,,,,FORD D F ; Author,"GEN,TITLE,",00110,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ISLAM: A VERY SHORT INTRODUCTION,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,297,,,,RUTHVEN MALISE ; Author,"GEN,",00111,,1,150,,UNIQUE BOOK STORE,,"GEN,"
CHRISTIANITY,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,200,,,,WOODHEAD LINDA ; Author,"GEN,TITLE,",00112,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
POSTSTRUCTURALISM,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,801.5,,,,BELSEY CATHERINE ; Author,"GEN,TITLE,",00113,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MOBILE COMPUTING PRINCIPLES,,,CAMBRIDGE UNIVERSITY PRESS,2006,,,ENGLISH,CAMBRIDGE,005.268,,,,B'FAR REZA ; Author,"GEN,TITLE,",00114,,1,495,,UNIQUE BOOK STORE,,"GEN,TITLE,"
IQBAL,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,297,,,,MIR MUSTANSIR ; Author,"GEN,TITLE,",00115,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
COMMUNITY OF MANY WORLDS,,,Syracuse university press,2002,,,ENGLISH,,974.71,,,,BENSON KATHLEEN ; Author  KAYAL PHILIP M ; Author,"GEN,TITLE,",00116,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
KARMABHUMI,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,891.43,,,,PREMCHAND MUNSHI ; Author,"GEN,TITLE,",00117,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SOFTWARE ENGINEERING,,,S CHAND & COMPANY LTD,2003,,,ENGLISH,NEW DELHI,005.1,,,,MATHEW S ; Author,"CE, IT,",00118,,1,110,,UNIQUE BOOK STORE,,"CE, IT,"
AMERICAN DREAM IN INDIAN HEART,,,MACMILLAN,2006,,,ENGLISH,NEW DELHI,812.5,,,,DHANAM KRISH ; Author,"GEN,TITLE,",00119,,1,175,,UNIQUE BOOK STORE,,"GEN,TITLE,"
KEY CONCEPTS IN LANGUAGE AND LINGUISTICS,,,ROUTLEDGE CLASSICAL,2004,,,ENGLISH,NEW DELHI,410.3,,,,TRASK R L ; Author,"GEN,TITLE,",00120,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
TWENTY FIRST CENTURY INDIA,,,OXFORD UNIVERSITY PRESS,2005,,,ENGLISH,NEW DELHI   ,330.954,,,,DYSON TIM ; Author  OTHERS ; Author,"GEN,TITLE,",00121,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
KLEINIANS,,,POLITY AND FOUNDATION BOOKS,2000,,,ENGLISH,CAMBRIDGE,150.195,,,,SAYERS JANET ; Author,"GEN,TITLE,",00122,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
RELIGION IN INDIA,,,OXFORD UNIVERSITY PRESS,2004,,,ENGLISH,NEW DELHI   ,200.954,,,,MADAN T N ; Author,"GEN,TITLE,",00123,,1,310,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MATHS 18 DAYS WONDER,,,WONDER PUBLICATION,2003,,,ENGLISH,US,510,,,,KHURANA KJS ; Author  MARKANDAY R ; Author,"MATHS,TITLE,",00124,,1,140,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
COLLECTED PLAYS IN TRANSLATION,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,808.2,,,,TENDULKAR VIJAY ; Author,"GEN,",00125,,1,395,,UNIQUE BOOK STORE,,"GEN,"
GOOD REASONS,,,ALLYN AND BACON,2000,,,ENGLISH,,160,,,,FAIGLEY LESTER ; Author  SELZER JACK ; Author,"GEN,TITLE,",00126,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
EIGHTEENTH CENTURY IN INDIA HISTORY,,,OXFORD UNIVERSITY PRESS,2003,,,ENGLISH,NEW DELHI   ,954,,,,MARSHALL P J ; Author,"GEN,TITLE,",00127,,1,650,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SOCIOLOGY OF HEALTH ILLNESS AND HEALTH CARE,2,,WADSWORTH,2000,,,ENGLISH,AUSTRALIA,306.461,,,,WEITZ ROSE ; Author,"GEN,TITLE,",00128,,1,740,,UNIQUE BOOK STORE,,"GEN,TITLE,"
HOLY WARRIORS,,,PENGUIN VIKING,2006,,,ENGLISH,NEW DELHI ,909.7,,,,FERNANDES EDNA ; Author,"GEN,TITLE,",00129,,1,450,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ELEMENTS OF INTERNATIONAL ENGLISH STYLE,,,PRENTICE HALL,2005,,,ENGLISH,NEW DELHI ,808.042,,,,WEISS E H ; Author,"GEN,",00130,,1,150,,UNIQUE BOOK STORE,,"GEN,"
INDULEKHA,,,OXFORD UNIVERSITY PRESS,2005,,,ENGLISH,NEW DELHI   ,821.22,,,,CHANDUMENON O ; Author,"GEN,TITLE,",00131,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
BEAST AND MAN,,,ROUTLADGE,1995,,,ENGLISH,LONDON,128,,,,MARY MIDGLEY ; Author,"GEN,TITLE,",00132,,1,325,,UNIQUE BOOK STORE,,"GEN,TITLE,"
EXPERIMENTAL PSYCHOLOGY,7,,PEARSON EDUCATION,2003,,,ENGLISH,NEW DELHI,150,,,,SOLSO ROBERT L ; Author  MACLIN M KIMBERLY ; Author,"GEN,TITLE,",00133,,1,225,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PETER CAREY: CONTEMPORARY WORLD WRITERS,,,Manchester University Press,1996,,,ENGLISH,MANCHESTER,823,,,,WOODCOCK BRUCE ; Author,"GEN,TITLE,",00134,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
HERODOTUS: THE HISTORIES,,,W W NORTON AND COMPANY,1992,,,ENGLISH,NEW YORK,930.1,,,,BLANCO WALTER ; Author  ROBERTS JENNIFER TOLBERT ; Author,"GEN,TITLE,",00135,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
POLITICS AND POETICS OF WATER,,,ORIENT LONGMAN PRIVATE LIMITED,2005,,,ENGLISH,HYDRABAD,333.910954,,,,MEHTA LYLA ; Author,"GEN,TITLE,",00136,,1,695,,UNIQUE BOOK STORE,,"GEN,TITLE,"
GULLIVER`S TRAVELS,2,,W W NORTON AND COMPANY,1970,,,ENGLISH,NEW YORK,823.5,,,,SWIFT JONATHAN ; Author,"GEN,TITLE,",00137,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
RULE OF WATER,,,OXFORD UNIVERSITY PRESS,2005,,,ENGLISH,NEW DELHI   ,553.7,,,,MOSSE DAVID ; Author,"GEN,TITLE,",00138,,1,325,,UNIQUE BOOK STORE,,"GEN,TITLE,"
COURSE IN GRAMMAR AND COMPOSITION,,,FOUNDATION BOOKS,2006,,,ENGLISH,BANGLORE,428.2,,,,NAGARAJ GEETA ; Author,"GEN,",00139,,1,195,,UNIQUE BOOK STORE,,"GEN,"
COURSE IN GRAMMAR AND COMPOSITION,,,FOUNDATION BOOKS,2006,,,ENGLISH,BANGLORE,428.2,,,,NAGARAJ GEETA ; Author,"GEN,TITLE,",00140,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
HIGH SCHOOL ENGLISH GRAMMAR AND COMPOSITION,,,S CHAND & COMPANY LTD,2006,,,ENGLISH,NEW DELHI,428.2,,,,WREN ; Author  MARTIN ; Author,"GEN,",00141,,1,105,,UNIQUE BOOK STORE,,"GEN,"
HIGH SCHOOL ENGLISH GRAMMAR AND COMPOSITION,,,S CHAND & COMPANY LTD,2006,,,ENGLISH,NEW DELHI,428.2,,,,WREN ; Author  MARTIN ; Author,"GEN,",00142,,1,105,,UNIQUE BOOK STORE,,"GEN,"
SCARCITY CONFLICTS AND COOPERATION,,,OXFORD UNIVERSITY PRESS,2005,,,ENGLISH,NEW DELHI   ,338.9,,,,BARDHAN PRANAB ; Author,"GEN,TITLE,",00143,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
APPROACHES AND METHODS IN LANGUAGE TEACHING,2,,CAMBRIDGE UNIVERSITY PRESS,2001,,,ENGLISH,CAMBRIDGE,418.0071,,,,RICHARDS JACK C ; Author  RODGERS THEODORE S ; Author,"GEN,TITLE,",00144,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
FIVE DAYS FUNCTIONS OF A TEAM,,,JOHN WILEY & SONS INC,2006,,,ENGLISH,NEW DELHI,303.34,,,,LENCIONI PATRICK ; Author,"GEN,TITLE,",00145,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SCHOOLS OF ARCHITECTURE,,,NAI PUBLISHERS,1996,,,ENGLISH,NEW YORK,720.0371,,,,GOLDHOORN BART ; Author  OTHERS ; Author,"GEN,TITLE,",00146,,1,250,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PUBLIC RELATION,,,DEEP AND DEEP PUBLICATION,2004,,,ENGLISH,NEW DELHI,659.2,,,,SHARMA DIWAKAR ; Author,"GEN,TITLE,",00147,,1,200,,UNIQUE BOOK STORE,,"GEN,TITLE,"
WHAT IS POSTMODERNISM?,,,K P BAGCHI AND COMPANY,2005,,,ENGLISH,,320.5322,,,,KAVIRAJ NARAHARI ; Author,"GEN,TITLE,",00148,,1,100,,UNIQUE BOOK STORE,,"GEN,TITLE,"
CONTEMPORARY SOCIOLOGY,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,301,,,,ABRAHAM FRANCIS M ; Author,"GEN,TITLE,",00149,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
HISTORICAL THINKING IN SOUTH ASIA,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,398.01,,,,GOTTLOB MICHAEL ; Author,"GEN,",00150,,1,345,,UNIQUE BOOK STORE,,"GEN,"
MAKING NEWS,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,070,,,,SAHAY UDAY ; Author,"GEN,TITLE,",00151,,1,250,,UNIQUE BOOK STORE,,"GEN,TITLE,"
DOING A LITERATURE SEARCH,,,SAGE PUBLICATION,2006,,,ENGLISH,NEW DELHI,025.524,,,,CHRIS H ; Author,"GEN,TITLE,",00152,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
TWO MINDS,,,SPRINGER INTERNATIONAL ,2005,,,ENGLISH,NEW YORK,330.09,,,,FRANTZ ROGER ; Author,"GEN,TITLE,",00153,,1,695,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PRACTICAL APPLIED MATHEMATICS,,,CAMBRIDGE UNIVERSITY PRESS,2005,,,ENGLISH,CAMBRIDGE,519,,,,HOWISON SAM ; Author,"MATHS,",00154,,1,375,,UNIQUE BOOK STORE,,"MATHS,"
SECOND CYCLE,,,WHARTON SCHOOL PUBLISHING,2006,,,ENGLISH,,302.35,,,,KOLIND LARS ; Author,"GEN,TITLE,",00155,,1,499,,UNIQUE BOOK STORE,,"GEN,TITLE,"
IDENTITY: A READER,,,SAGE PUBLICATION,,,,ENGLISH,NEW DELHI,155.2,,,,EVAN JESSICA ; Author  OTHERS ; Author,"GEN,TITLE,",00156,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SHIFTING LANDSCAPES,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,333.16,,,,BRARA RITA ; Author,"GEN,TITLE,",00157,,1,633,,UNIQUE BOOK STORE,,"GEN,TITLE,"
WRITING FICTION,5,,ADDISON WESLEY LONGMAN,2000,,,ENGLISH,,808.3,,,,BURROWAY JANET ; Author,"GEN,TITLE,",00158,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
FRESHWATER ECOLOGY: A SCIENCE INTRODUCTION,,,BLACKWELL PUBLICATION,2004,,,ENGLISH,MALDEN,577.6,,,,CLOSS GERRY ; Author  OTHERS ; Author,"GEN,TITLE,",00159,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MAGIC UNIVERSE,,,OXFORD UNIVERSITY PRESS,2005,,,ENGLISH,NEW DELHI   ,500,,,,CALDER NIGEL ; Author,"GEN,TITLE,",00160,,1,550,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ART AND LIFE IN INDIA: LAST 4 DECADES,,,B R PUBLISHING CORPORATION,1989,,,ENGLISH,,700.954,,,,JAMES JOSEF ; Author,"GEN,TITLE,",00161,,1,160,,UNIQUE BOOK STORE,,"GEN,TITLE,"
UNEQUAL CITIZENS,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,305.4954,,,,HASAN Z ; Author  MENON R ; Author,"GEN,",00162,,1,295,,UNIQUE BOOK STORE,,"GEN,"
INTRODUCTION TO COMPUTER STUDIES,2,,CAMBRIDGE UNIVERSITY PRESS,2002,,,ENGLISH,CAMBRIDGE,004.071,,,,KALICHARAN NOEL ; Author,"CE, IT,TITLE,",00163,,1,195,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
ENVIRONMENTALISM,,,OXFORD UNIVERSITY PRESS,2000,,,ENGLISH,NEW DELHI   ,333.7,,,,GUHA RAMACHANDRA ; Author,"GEN,TITLE,",00164,,1,295,,UNIQUE BOOK STORE,,"GEN,TITLE,"
IMAGES OF THE WORLD,,,OXFORD UNIVERSITY PRESS,2006,,,ENGLISH,NEW DELHI   ,200.904,,,,MADAN T N ; Author,"GEN,TITLE,",00165,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
BROTHERS KARAMAZOV,,,W W NORTON AND COMPANY,2003,,,ENGLISH,NEW YORK,891.733,,,,DOSTOEVSKY FYODOR ; Author,"GEN,TITLE,",00166,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
TOWARD AN ALTERNATIVE CRITICAL DISCOURSE,,,INDIAN INSTITUTE OF ADVANCE STUDY PUBLICATION,2000,,,ENGLISH,SIMLA,809,,,,SHARMA T R S ; Author,"GEN,TITLE,",00167,,1,175,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SELECTED SHORT STORIES,,,SAHITYA ACADEMY,2005,,,ENGLISH,NEW DELHI,808.831,,,,BEDI RAJINDER SINGH ; Author,"GEN,TITLE,",00168,,1,80,,UNIQUE BOOK STORE,,"GEN,TITLE,"
POWER OF IMPOSSIBLE THINKING,,,WHARTON SCHOOL PUBLISHING,2005,,,ENGLISH,,650.122,,,,WIND YORAM ; Author  OTHERS ; Author,"GEN,TITLE,",00169,,1,499,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ARABIC CLASSICAL ACCOUNTS OF INDIA AND CHINA,,,INDIAN INSTITUTE OF ADVANCE STUDY PUBLICATION,1989,,,ENGLISH,SIMLA,892.7,,,,AHMAD MAQBUL S ; Author,"GEN,TITLE,",00170,,1,75,,UNIQUE BOOK STORE,,"GEN,TITLE,"
COMPANION TO SANSKRIT LITERATURE,2,,MOTILAL BANARSIDAS PUBLISHERS PVT LTD,1989,,,ENGLISH,NEW DELHI,891.2,,,,BANNERJI SURES CHANDRA ; Author,"GEN,TITLE,",00171,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MODERN INDIAN LITERATURE AN ANTHOLOGY: PLAYS AND PROSE III,,,SAHITYA ACADEMY,1994,,,ENGLISH,NEW DELHI,822.54,,,,GEORGE K M ; Author,"GEN,",00172,,1,350,,UNIQUE BOOK STORE,,"GEN,"
MODERN INDIAN LITERATURE AN ANTHOLOGY: FICTION II,,,SAHITYA ACADEMY,1993,,,ENGLISH,NEW DELHI,822.54,,,,GEORGE K M ; Author,"GEN,TITLE,",00173,,1,600,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MODERN INDIAN LITERATURE AN ANTHOLOGY: SURVEYS AND POEMS I,,,SAHITYA ACADEMY,1992,,,ENGLISH,NEW DELHI,822.54,,,,GEORGE K M ; Author,"GEN,",00174,,1,500,,UNIQUE BOOK STORE,,"GEN,"
ENGLISH WRITINGS OF RABINDRANATH TAGORE: POEMS: I,,,SAHITYA ACADEMY,2004,,,ENGLISH,NEW DELHI,821,,,,TAGORE RABINDRANATH ; Author,"GEN,TITLE,",00175,,1,450,,UNIQUE BOOK STORE,,"GEN,TITLE,"
LUXEMBURG: THE ACCUMULATION OF CAPITAL,,,ROUTLEDGE CLASSICAL,2003,,,ENGLISH,LONDON,332.041,,,,LUXEMBURG ROSA ; Author,"GEN,TITLE,",00176,,1,325,,UNIQUE BOOK STORE,,"GEN,TITLE,"
CONFESSIONS OF A SECULAR FUNDAMENTALIST,,,PENGUIN VIKING,2004,,,ENGLISH,NEW DELHI ,211.6,,,,AIYAR MANI SHANKAR ; Author,"GEN,TITLE,",00177,,1,425,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SELECTED SHORT STORIES,,,SAHITYA ACADEMY,2005,,,ENGLISH,NEW DELHI,808.831,,,,SINGH BALWANT ; Author,"GEN,TITLE,",00178,,1,150,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MAXIMUM CITY: BOMBAY LOST AND FOUND,,,PENGUIN VIKING,2004,,,ENGLISH,NEW DELHI ,959.547923,,,,MEHTA SUKETU ; Author,"GEN,TITLE,",00179,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MOBILE AND MARGINALIZED PEOPLES PERSPECTIVES FROM THE PAST,,,MANOHAR PUBLICATION,2003,,,ENGLISH,SIMLA,355.28,,,,HEREDIA RUDOLF C ; Author,"GEN,TITLE,",00180,,1,500,,UNIQUE BOOK STORE,,"GEN,TITLE,"
THREE ESSAYS ON SRI RAMAKRISHNA AND HIS TIMES,,,INDIAN INSTITUTE OF ADVANCE STUDY PUBLICATION,2001,,,ENGLISH,SIMLA,808.84,,,,SEN AMIYA PROSAD ; Author,"GEN,TITLE,",00181,,1,200,,UNIQUE BOOK STORE,,"GEN,TITLE,"
TAGORE OMNIBUS: I,,,PENGUIN BOOKS,2005,,,ENGLISH,LONDON,891.4436,,,,TAGORE R ; Author,"GEN,TITLE,",00182,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
SARAT CHANDRA OMNIBUS: I,,,PENGUIN BOOKS,2005,,,ENGLISH,NEW DELHI ,823,,,,CHATTOPADHYAY SARATCHANDRA ; Author,"GEN,TITLE,",00183,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
48 LAWS OF POWER,,,VIVA BOOKS PRIVATE LIMITED,2002,,,ENGLISH,NEW DELHI,155.25,,,,GREENE ROBERT ; Author  ELFFERS JOOST ; Author,"GEN,TITLE,",00184,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ALCHEMY OF DESIRE,,,HARPER COLLINS PUBLISHER INDIA,2005,,,ENGLISH,LONDON,823,,,,TEJPAL TARUN J ; Author,"GEN,TITLE,",00185,,1,500,,UNIQUE BOOK STORE,,"GEN,TITLE,"
R GUPT'S MBA CAT PRACTICE TEST PAPERS,,,RAMESH PUBLISHING HOUSE,,,,ENGLISH,NEW DELHI,371.271,,,,SOOD ABHA ; Author,"GEN,",00186,,1,120,,UNIQUE BOOK STORE,,"GEN,"
R GUPTA'S OBJECTIVE COMPUTER SCIENCE,,,RAMESH PUBLISHING HOUSE,,,,ENGLISH,NEW DELHI,004.07,,,,GUPTA R ; Author,"CE, IT,TITLE,",00187,,1,60,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
R GUPTA'S OBJECTIVE PHYSICS,,,RAMESH PUBLISHING HOUSE,,,,ENGLISH,NEW DELHI,530.07,,,,GUPTA R ; Author,"PHY,TITLE,",00188,,1,80,,UNIQUE BOOK STORE,,"PHY,TITLE,"
R GUPTA'S OBJECTIVE PHYSICS,,,RAMESH PUBLISHING HOUSE,,,,ENGLISH,NEW DELHI,530.07,,,,GUPTA R ; Author,"PHY,",00189,,1,80,,UNIQUE BOOK STORE,,"PHY,"
SOCIAL PHILOSOPHY PAST AND FUTURE,,,INDIAN INSTITUTE OF ADVANCE STUDY PUBLICATION,1993,,,ENGLISH,SIMLA,100,,,,KRISHNA D ; Author,"GEN,TITLE,",00190,,1,75,,UNIQUE BOOK STORE,,"GEN,TITLE,"
MATHS 30 DAYS WONDER,,,WONDER PUBLICATION,2003,,,ENGLISH,US,510,,,,KHURANA KJS ; Author  MARKANDAY R ; Author,"MATHS,",00191,,1,240,,UNIQUE BOOK STORE,,"MATHS,"
MAKING SOCIAL SCIENCE MATTER,,,CAMBRIDGE UNIVERSITY PRESS,2001,,,ENGLISH,CAMBRIDGE,300.1,,,,FLYVBJERG BENT ; Author,"GEN,TITLE,",00192,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
CALL TO HONOUR,,,RUPA AND COMPANY,2006,,,ENGLISH,NEW DELHI,32.7.54092,,,,SINGH JASWANT ; Author,"GEN,TITLE,",00193,,1,495,,UNIQUE BOOK STORE,,"GEN,TITLE,"
EXPLORING GRAMMAR IN CONTEXT,,,CAMBRIDGE UNIVERSITY PRESS,2006,,,ENGLISH,CAMBRIDGE,428,,,,CARTER RONALD ; Author  OTHERS ; Author,"GEN,TITLE,",00194,,1,325,,UNIQUE BOOK STORE,,"GEN,TITLE,"
DIRECTORY OF COMPUTER COURSES INDIA: GUPTA R`S,,,RAMESH PUBLISHING HOUSE,2003,,,ENGLISH,NEW DELHI,338.40954,,,,GUPTA ANJALI A ; Author,"GEN,TITLE,",00195,,1,80,,UNIQUE BOOK STORE,,"GEN,TITLE,"
AIR INDIA RECRUITMENT EXAM,,,RAMESH PUBLISHING HOUSE,2005,,,ENGLISH,NEW DELHI,371.271,,,,GUPTA R ; Author,"GEN,TITLE,",00196,,1,210,,UNIQUE BOOK STORE,,"GEN,TITLE,"
CONTEMPORARY INDIAN SHORT STORIES,4,,SAHITYA ACADEMY,2004,,,ENGLISH,NEW DELHI,891.1,,,,DESAI SHANTINATH K ; Author,"GEN,TITLE,",00197,,1,70,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PLANNING AND IMPLEMENTING ASSESSMENT,,,ROUTLADGE FALMER,2005,,,ENGLISH,LONDON,371.264,,,,FREEMAN RICHARD ; Author  LEWIS ROGER ; Author,"GEN,TITLE,",00198,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PSYCHOLOGY: A CONTEMPORARY INTRODUCTION,,,BLACKWELL PUBLICATION,1998,,,ENGLISH,,150,,,,SCOTT PETER ; Author  SPENCER CHRISTOPHER ; Author,"GEN,TITLE,",00199,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
ENGLISH LITERATURE AND GRAMMnglish literature and grammar,,,RAMESH PUBLISHING HOUSE,,,,ENGLISH,NEW DELHI,425,,,,PANDIT P N ; Author,"GEN,TITLE,",00200,,1,50,,UNIQUE BOOK STORE,,"GEN,TITLE,"
WESTERN REALISM AND INTERNATIONAL RELATIONS,,,FOUNDATION BOOKS,2004,,,ENGLISH,BANGLORE,303.482,,,,RAY ASWINI K ; Author,"GEN,TITLE,",00201,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
THINKING SKILLS,,,CAMBRIDGE UNIVERSITY PRESS,2006,,,ENGLISH,CAMBRIDGE,153.42,,,,BUTTERWORTH JOHN ; Author  THWAITES GEOFF ; Author,"GEN,TITLE,",00202,,1,495,,UNIQUE BOOK STORE,,"GEN,TITLE,"
HIGHER EDUCATION IN INDIA: CRISIS IN MANAGEMENT,,,VIVA BOOKS PRIVATE LIMITED,2003,,,ENGLISH,NEW DELHI,378.101954,,,,SWAMY V C KULANDAI ; Author,"GEN,TITLE,",00203,,1,595,,UNIQUE BOOK STORE,,"GEN,TITLE,"
PHILOSOPHY OF RELIGION,4,,PEARSON EDUCATION,2004,,,ENGLISH,NEW DELHI,290.10,,,,HICK JOHN H ; Author,"GEN,",00204,,1,95,,UNIQUE BOOK STORE,,"GEN,"
TEACHER'S WORKBOOK: TEACH ENGLISH,,,CAMBRIDGE UNIVERSITY PRESS,2002,,,ENGLISH,CAMBRIDGE,428.2407,,,,DOFF ADRIAN ; Author,"GEN,TITLE,",00205,,1,195,,UNIQUE BOOK STORE,,"GEN,TITLE,"
INTRODUCTION TO DATA PROCESSING,,,NTC LEARNING WORKS,1999,,,ENGLISH,ILLINOIS,004,,,,MYLER PATRICIA M ; Author,"CE, IT,TITLE,",00206,,1,95,,UNIQUE BOOK STORE,,"CE, IT,TITLE,"
FAWZIA MUSTAF,,,CAMBRIDGE UNIVERSITY PRESS,1995,,,ENGLISH,CAMBRIDGE,823.914,,,,NAIPAUL V S ; Author,"GEN,TITLE,",00207,,1,395,,UNIQUE BOOK STORE,,"GEN,TITLE,"
FIRST COURSE IN ABSTRACT ALGEBRA,7,,PEARSON EDUCATION,2003,,,ENGLISH,NEW DELHI,512.8,,,,FRALEIGH JOHN B ; Author,"MATHS,TITLE,",00208,,1,295,,UNIQUE BOOK STORE,,"MATHS,TITLE,"
